press_date_at,pressing_time,die_number,production_number,specific_weight,production_length,production_weight,discard_thickness,discard_weight,pressing_type,plan_billet_quantities,actual_billet_quantities,billet_length,billet_size,work_quantity,total_ng,total_ok,dimension_check_date,etching_check_date,aging_check_date,packing_check_date,code_301,code_302,code_303,code_304,code_305,code_306,code_307,code_308,code_309,code_310,code_311,code_312,code_313,code_314,code_315,code_316,code_317,code_318,code_319,code_320,code_321,code_322,code_323,code_324,code_351
2024-08-27,0.50,V100M4-V02D,V100-75-25,3.34314,2,6.686,25,2.98,●,3,3,1200,9,50,0,50,2024-08-28,2024-08-28,2024-08-29,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,1.58,APT5-V01C,APTE00-96000152-D,2.104,3,6.312,35,4.17,●,23,23,600,9,184,3,181,2024-08-27,2024-08-26,2024-08-27,2024-08-27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,0.17,MB50T-V02C,S369A63T55X50X30,1.11274,3,3.338,25,2.98,〇,1,1,600,9,1,0,1,2024-08-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,0.25,MB40T-V02C,S369A63T45X40X30,0.90079,3,2.702,25,2.98,〇,1,1,600,9,1,0,1,2024-08-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,1.75,CG63H3-V01D,C1G63L-AT036-30K,9.86,3,29.58,25,2.98,●,24,24,1200,9,71,6,65,2024-08-27,2024-08-27,2024-08-27,2024-08-28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2024-08-26,0.83,MGPL32B2-V02D,MGP32A-AC905-30K,7.11,3,21.33,25,2.98,●,6,6,1200,9,29,4,25,2024-08-27,2024-08-28,2024-08-28,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2024-08-26,3.42,MGPM25B2-V01D,MGP25A-AC894-30K,6.19,3,18.57,35,4.17,●,36,36,1200,9,215,4,211,2024-08-28,2024-08-27,2024-08-28,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2024-08-23,1.80,CYB06C-V01D,CYB06L-AS375-30K,0.257,3,0.771,35,4.17,●,10,10,600,9,635,19,616,2024-08-27,2024-08-23,2024-08-27,2024-08-28,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,0.37,CRQ30B-V03D,P4730004-D,4.08,2,8.16,35,4.17,〇,2,2,1200,9,1,1,0,2024-08-26,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,1.67,CYV32K-V01D-ZZZ,CYV32C-R5503A30K,6.1417,3,18.425,50,5.95,◎,14,14,1200,9,83,0,83,2024-08-27,2024-08-26,2024-08-26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,0.83,APT6-V01B,APTE00-96000150-D,4.31,3,12.93,45,5.36,●,7,7,1200,9,56,4,52,2024-08-26,2024-08-26,2024-08-26,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
2024-08-23,0.75,CP9650T-V02B,C9650ABAC960-30K,2.3463,3,7.039,45,5.36,●,5,5,600,9,38,0,38,2024-08-27,2024-08-26,2024-08-27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,3.08,XLA25B2-V02B,XLA25-1B-S,7.28,2,14.56,35,4.17,●,40,40,1200,9,279,8,271,2024-08-27,2024-08-26,2024-08-27,2024-08-27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
2024-08-22,1.00,CAA0T-V01C,S370A63T110X100X30,4.39591,3,13.188,25,2.98,〇,4,4,1200,9,1,1,0,2024-08-23,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,0.57,LEY63B-V01B,LEY63-1D,5.824,2.06,11.997,35,4.17,◎,3,2,1200,12,1,1,0,2024-08-26,2024-08-23,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,0.42,M1B80T-V01D,MB-80ABL8513-30K,5.24,3,15.72,35,4.17,〇,2,2,1200,12,1,1,0,2024-08-30,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,0.22,MB40T-V03C,S369A63T45X40X30,0.90079,3,2.702,25,2.98,〇,1,1,600,9,1,0,1,2024-08-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,0.28,MB50T-V03C,S369A63T55X50X30,1.11274,3,3.338,25,2.98,〇,1,1,600,9,1,1,0,2024-08-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,0.92,MXS16B-V01D,P3800401B-M,2.51,2,5.02,35,4.17,●,5,5,1200,9,109,5,104,2024-08-23,2024-08-23,2024-08-23,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2024-08-22,0.82,SY50M3-V02D,SY5000-20-118,5.1381,2,10.276,50,5.95,●,6,6,1200,9,64,7,57,2024-08-26,2024-08-23,2024-08-23,2024-08-27,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2024-08-22,0.68,MSQ50B2-V03D,P6260401-D,6.76,2.03,13.723,35,4.17,◎,6,6,1200,9,47,0,47,2024-08-26,2024-08-23,2024-08-26,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,1.02,CG50H3-V01D,C1G50L-AT035-30K,5.944,3,17.832,25,2.98,●,14,14,1200,9,83,1,82,2024-08-23,2024-08-23,2024-08-26,2024-08-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,0.80,MXQ08B-V01D,P3802401B-M,0.93,2,1.86,35,4.17,●,5,5,600,9,139,0,139,2024-08-23,2024-08-23,2024-08-26,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,2.77,MGPM20B2-V02D,MGP20A-AC893-30K,5.03,3,15.09,25,2.98,●,35,35,1200,9,244,3,241,2024-08-26,2024-08-23,2024-08-26,2024-08-27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,4.47,XLA25B2-V02B,XLA25-1B-S,7.28,2,14.56,35,4.17,●,44,44,1200,9,307,9,298,2024-08-22,2024-08-22,2024-08-23,2024-08-23,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024-08-21,0.70,MSUB3B-V01D,P40109002-D,5.154,2,10.308,60,7.14,●,5,5,1200,12,94,11,83,2024-08-22,2024-08-21,2024-08-22,2024-08-26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0
2024-08-21,0.23,MB32T-V02C,S369A63T36X32X30,0.5765,3,1.729,25,2.98,〇,1,1,600,9,1,0,1,2024-08-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,0.87,CP9663T-V03B,C9663ABAC961-30K,2.5272,3,7.582,60,7.14,●,5,5,1200,9,69,0,69,2024-08-22,2024-08-22,2024-08-23,2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,0.93,MBA0TD-V01C,S409A63T107X100X30,4.03938,5.6,22.621,25,2.98,◎,6,6,1200,9,25,0,25,2024-08-23,2024-08-22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,2.00,MGPM25B2-V02D,MGP25A-AC894-30K,6.19,3,18.57,35,4.17,●,24,24,1200,9,143,4,139,2024-08-22,2024-08-22,2024-08-23,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2024-08-20,0.33,CA63T-V03C,S370A63T72X63X30,2.54708,3,7.641,50,5.95,〇,1,1,1200,9,1,1,0,2024-08-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,0.87,MHZJ20B-V01D,P4811321-M,5.829,2,11.658,50,5.95,●,5,5,1200,12,79,10,69,2024-08-22,2024-08-21,2024-08-22,2024-08-26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0
2024-08-20,0.42,MSQ10B2-V04D,P6260101-D,3.26,2.045,6.667,35,4.17,〇,2,2,1200,9,1,1,0,2024-08-21,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,0.33,MB32T-V03C,S369A63T36X32X30,0.5765,3,1.729,25,2.98,〇,1,1,600,9,1,1,0,2024-08-21,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,2.75,CP9650T-V03B,C9650ABAC960-30K,2.3463,3,7.039,45,5.36,●,42,42,600,9,335,26,309,2024-08-22,2024-08-21,2024-08-21,2024-08-28,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,0.93,NCA400R-V01D,N2A400-02-AV290-20K,31.919,2,63.838,35,4.17,〇,4,4,1200,12,1,1,0,2024-08-30,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,0.40,CYR32E2-V01E,CYR32J-AX665-20K,7.937,2,15.874,35,4.17,●,3,3,1200,12,35,4,31,2024-08-22,2024-08-21,2024-08-22,2024-08-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2024-08-20,1.00,CQ40T-V01B,C2Q40-04-J0780-K,3.08,2,6.16,35,4.17,●,8,8,1200,9,151,3,148,2024-08-21,2024-08-21,2024-08-21,2024-08-22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024-08-20,0.75,NCA64TD-V01C,S183A63T68X64X30,1.83874,5.6,10.297,25,2.98,◎,6,6,600,9,29,0,29,2024-08-23,2024-08-22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,1.83,MSQ50B2-V02D,P6260401-D,6.76,2.03,13.723,55,6.55,●,24,16,1200,9,126,14,112,2024-08-23,2024-08-21,2024-08-22,2024-08-26,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,1.08,MGPL20B2-V02D,MGP20A-AC903-30K,4.49,3,13.47,25,2.98,●,12,12,1200,9,96,0,96,2024-08-23,2024-08-21,2024-08-22,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,12.50,CP9632T-V03B,C9632ABAC958-30K,1.2447,3,3.734,40,4.76,●,18,18,600,9,270,31,239,2024-08-20,2024-08-20,2024-08-20,2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,0.58,CAA0T-V01C,S370A63T110X100X30,4.39591,3,13.188,25,2.98,〇,4,4,1200,9,1,1,0,2024-08-19,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,0.28,CA32T-V03C,S370A63T38X32X30,0.87705,3,2.631,35,4.17,〇,1,1,600,9,1,1,0,2024-08-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,0.52,CP9650T-V02B,C9650ABAC960-30K,2.3463,3,7.039,45,5.36,◎,5,3,600,9,23,23,0,2024-08-21,2024-08-19,2024-08-20,,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,0.20,CA50T-V03C,S370A63T58X50X30,1.81095,3,5.433,25,2.98,〇,1,1,600,9,1,1,0,2024-08-20,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,0.25,CA40T-V03C,S370A63T47X40X30,1.27444,3,3.823,35,4.17,〇,1,1,600,9,1,1,0,2024-08-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,0.58,MB63TD-V01C,S409A63T68X63X30,1.83874,5.6,10.297,25,2.98,〇,6,2,600,9,1,1,0,2024-08-20,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,3.83,CP9663T-V02B,C9663ABAC961-30K,2.5272,3,7.582,60,7.14,●,28,27,1200,9,377,52,325,2024-08-21,2024-08-20,2024-08-21,2024-08-26,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024-08-16,0.50,CAA0T-V01C,S370A63T110X100X30,4.39591,3,13.188,25,2.98,〇,4,4,1200,9,1,1,0,2024-08-20,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,0.50,CP9650T-V03B,C9650ABAC960-30K,2.3463,3,7.039,45,5.36,●,5,5,600,9,39,0,39,2024-08-19,2024-08-16,2024-08-19,2024-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,0.25,CA20T-V03C,S370A63T26X20X20,0.57805,2,1.156,25,2.98,〇,1,1,600,9,1,0,1,2024-08-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,0.25,CA25T-V03C,S370A63T31X25X30,0.70189,3,2.106,25,2.98,〇,1,1,600,9,1,0,1,2024-08-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,0.50,CP9640T-V03B,C9640ABAC959-30K,1.3959,3,4.188,25,2.98,◎,5,4,600,9,1,1,0,2024-08-19,2024-08-16,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,2.17,CP9640T-V01B,C9640ABAC959-30K,1.3959,3,4.188,25,2.98,●,24,24,600,9,312,47,265,2024-08-19,2024-08-19,2024-08-19,2024-08-30,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,3.05,CP9650T-V01B,C9650ABAC960-30K,2.3463,3,7.039,35,4.17,●,42,42,600,9,335,23,312,2024-08-20,2024-08-20,2024-08-20,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2024-08-16,1.03,CP9663T-V02B,C9663ABAC961-30K,2.5272,3,7.582,60,7.14,●,28,7,1200,9,96,1,95,2024-08-20,2024-08-19,2024-08-20,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,0.58,MB80TD-V01C,S409A63T86X80X30,2.72206,5.6,15.244,25,2.98,◎,6,1,1200,9,1,1,0,2024-08-16,2024-08-15,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,0.42,CA32T-V03C,S370A63T38X32X30,0.87705,3,2.631,35,4.17,〇,1,1,600,9,1,0,1,2024-08-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,0.42,CA20T-V02C,S370A63T26X20X20,0.57805,2,1.156,25,2.98,〇,2,2,600,9,1,0,1,2024-08-19,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,0.27,M1B80T-V01D,MB-80ABL8513-30K,5.24,3,15.72,35,4.17,〇,1,1,1200,12,1,1,0,2024-08-30,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,2.08,CP9640T-V01B,C9640ABAC959-30K,1.3959,3,4.188,25,2.98,●,24,9,600,9,115,9,106,2024-08-16,2024-08-16,2024-08-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2024-08-15,0.45,CP9680T-V01B,C9680AAAC962A30K,3.804,3,11.412,35,4.17,〇,1,1,1200,12,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,0.42,MHZJ20B-V01D,P4811321-M,5.829,2,11.658,50,5.95,◎,5,2,1200,12,1,1,0,2024-08-16,2024-08-15,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,0.42,XLA25B2-V03B,XLA25-1B-S,7.28,2,14.56,35,4.17,〇,2,2,1200,9,1,1,0,2024-08-21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
